[05-10-24 22:04:58.984] LOG  : General     , 1728158698984> 0> RuggedRecipes.BakedPotato: DisplayCategory, FoodP.
[05-10-24 22:04:59.837] LOG  : General     , 1728158699837> 0> Base.Lead00Buck_Pack: displaycategory, CraftAmmo.
[05-10-24 22:04:59.837] LOG  : General     , 1728158699837> 0> Base.Lead30_Pack: displaycategory, CraftAmmo.
[05-10-24 22:04:59.837] LOG  : General     , 1728158699837> 0> Base.Lead38_Pack: displaycategory, CraftAmmo.
[05-10-24 22:04:59.837] LOG  : General     , 1728158699837> 0> Base.Lead44_Pack: displaycategory, CraftAmmo.
[05-10-24 22:04:59.837] LOG  : General     , 1728158699837> 0> Base.Lead45_Pack: displaycategory, CraftAmmo.
[05-10-24 22:04:59.837] LOG  : General     , 1728158699837> 0> Base.Lead50_Pack: displaycategory, CraftAmmo.
[05-10-24 22:04:59.837] LOG  : General     , 1728158699837> 0> Base.Lead545_Pack: displaycategory, CraftAmmo.
[05-10-24 22:04:59.837] LOG  : General     , 1728158699837> 0> Base.Lead556_Pack: displaycategory, CraftAmmo.
[05-10-24 22:04:59.837] LOG  : General     , 1728158699837> 0> Base.Lead57_Pack: displaycategory, CraftAmmo.
[05-10-24 22:04:59.837] LOG  : General     , 1728158699837> 0> Base.Lead9_Pack: displaycategory, CraftAmmo.
[05-10-24 22:04:59.838] LOG  : General     , 1728158699838> 0> Base.Lee_LoadMaster: displaycategory, CraftAmmo.
[05-10-24 22:04:59.838] LOG  : General     , 1728158699838> 0> Base.Lyman_TMag: displaycategory, CraftAmmo.
[05-10-24 22:04:59.838] LOG  : General     , 1728158699838> 0> Base.Lyman49th_Manual: displaycategory, LitR.
[05-10-24 22:04:59.838] LOG  : General     , 1728158699838> 0> Base.PrimerLG_Pack: displaycategory, CraftAmmo.
[05-10-24 22:04:59.838] LOG  : General     , 1728158699838> 0> Base.PrimerSG_Pack: displaycategory, CraftAmmo.
[05-10-24 22:04:59.838] LOG  : General     , 1728158699838> 0> Base.PrimerSM_Pack: displaycategory, CraftAmmo.
[05-10-24 22:04:59.838] LOG  : General     , 1728158699838> 0> Base.Bayonet_Type30: displaycategory, WepPart.
[05-10-24 22:04:59.838] LOG  : General     , 1728158699838> 0> Base.Grip_BCM: displaycategory, WepPart.
[05-10-24 22:04:59.838] LOG  : General     , 1728158699838> 0> Base.Grip_Fold: displaycategory, WepPart.
[05-10-24 22:04:59.838] LOG  : General     , 1728158699838> 0> Base.MuzzleBrake_DK1: displaycategory, WepPart.
[05-10-24 22:04:59.838] LOG  : General     , 1728158699838> 0> Base.MuzzleBrake_DK2: displaycategory, WepPart.
[05-10-24 22:04:59.838] LOG  : General     , 1728158699838> 0> Base.Scope_Trijicon_1-6x: displaycategory, WepPart.
[05-10-24 22:04:59.838] LOG  : General     , 1728158699838> 0> Base.Sight_1P87: displaycategory, WepPart.
[05-10-24 22:04:59.839] LOG  : General     , 1728158699839> 0> Base.Sight_4xACOG_ECO: displaycategory, WepPart.
[05-10-24 22:04:59.839] LOG  : General     , 1728158699839> 0> Base.Sight_6xHensoldt: displaycategory, WepPart.
[05-10-24 22:04:59.839] LOG  : General     , 1728158699839> 0> Base.Sight_Phantom_XL: displaycategory, WepPart.
[05-10-24 22:04:59.839] LOG  : General     , 1728158699839> 0> Base.Suppressor_PBS1_Rifle: displaycategory, WepPart.
[05-10-24 22:04:59.839] LOG  : General     , 1728158699839> 0> Base.Suppressor_PBS4_Rifle: displaycategory, WepPart.
[05-10-24 22:04:59.839] LOG  : General     , 1728158699839> 0> Base.Suppressor_ROME_BMG: displaycategory, WepPart.
[05-10-24 22:04:59.839] LOG  : General     , 1728158699839> 0> Base.BGMachete: displaycategory, WepMelee.
[05-10-24 22:04:59.839] LOG  : General     , 1728158699839> 0> Base.Butterfly: displaycategory, WepMelee.
[05-10-24 22:04:59.839] LOG  : General     , 1728158699839> 0> Base.DingDong: displaycategory, WepMelee.
[05-10-24 22:04:59.839] LOG  : General     , 1728158699839> 0> Base.Karambit: displaycategory, WepMelee.
[05-10-24 22:04:59.839] LOG  : General     , 1728158699839> 0> Base.KillBill: displaycategory, WepMelee.
[05-10-24 22:04:59.839] LOG  : General     , 1728158699839> 0> Base.MilitaryBaton: displaycategory, WepMelee.
[05-10-24 22:04:59.839] LOG  : General     , 1728158699839> 0> Base.PushDagger: displaycategory, WepMelee.
[05-10-24 22:04:59.839] LOG  : General     , 1728158699839> 0> Base.RamboKnife: displaycategory, WepMelee.
[05-10-24 22:04:59.839] LOG  : General     , 1728158699839> 0> Base.RussianMachete: displaycategory, WepMelee.
[05-10-24 22:04:59.839] LOG  : General     , 1728158699839> 0> Base.Tactical_Axe: displaycategory, WepMelee.
[05-10-24 22:04:59.839] LOG  : General     , 1728158699839> 0> Base.Tactical_Sickle: displaycategory, WepMelee.
[05-10-24 22:04:59.839] LOG  : General     , 1728158699839> 0> Base.Cleaning: displaycategory, Tool.
[05-10-24 22:04:59.839] LOG  : General     , 1728158699839> 0> Base.40HERound_Fired: displaycategory, Junk.
[05-10-24 22:04:59.840] LOG  : General     , 1728158699840> 0> Base.40INCRound_Fired: displaycategory, Junk.
[05-10-24 22:04:59.840] LOG  : General     , 1728158699840> 0> Base.Arrow_Fiberglass: displaycategory, Ammo.
[05-10-24 22:04:59.840] LOG  : General     , 1728158699840> 0> Base.Arrow_Fiberglass_Broken: displaycategory, Junk.
[05-10-24 22:04:59.840] LOG  : General     , 1728158699840> 0> Base.Arrow_Fiberglass_Pack: displaycategory, Ammo.
[05-10-24 22:04:59.840] LOG  : General     , 1728158699840> 0> Base.BeLikeWater_Book: displaycategory, LitR.
[05-10-24 22:04:59.840] LOG  : General     , 1728158699840> 0> Base.Bolt_Bear_Broken: displaycategory, Junk.
[05-10-24 22:04:59.840] LOG  : General     , 1728158699840> 0> Base.BoyScout_Book: displaycategory, LitR.
[05-10-24 22:04:59.840] LOG  : General     , 1728158699840> 0> Base.Crafted_Torch: displaycategory, Tool.
[05-10-24 22:04:59.840] LOG  : General     , 1728158699840> 0> Base.Crafted_Torch_OFF: displaycategory, Tool.
[05-10-24 22:04:59.840] LOG  : General     , 1728158699840> 0> Base.Explosive_Claymore_P: displaycategory, WepBomb.
[05-10-24 22:04:59.840] LOG  : General     , 1728158699840> 0> Base.Explosive_Claymore_R: displaycategory, WepBomb.
[05-10-24 22:04:59.840] LOG  : General     , 1728158699840> 0> Base.Explosive_Claymore_T: displaycategory, WepBomb.
[05-10-24 22:04:59.840] LOG  : General     , 1728158699840> 0> Base.Explosive_Landmine: displaycategory, WepBomb.
[05-10-24 22:04:59.840] LOG  : General     , 1728158699840> 0> Base.FNHerstal_Book: displaycategory, LitR.
[05-10-24 22:04:59.840] LOG  : General     , 1728158699840> 0> Base.Grenade_Fragmentation: displaycategory, WepBomb.
[05-10-24 22:04:59.841] LOG  : General     , 1728158699841> 0> Base.Grenade_Stick: displaycategory, WepBomb.
[05-10-24 22:04:59.841] LOG  : General     , 1728158699841> 0> Base.HecklerKoch_Book: displaycategory, LitR.
[05-10-24 22:04:59.841] LOG  : General     , 1728158699841> 0> Base.Jar_Marbles: displaycategory, Ammo.
[05-10-24 22:04:59.841] LOG  : General     , 1728158699841> 0> Base.Kalashnikov_Book: displaycategory, LitR.
[05-10-24 22:04:59.841] LOG  : General     , 1728158699841> 0> Base.NV_Control: displaycategory, ClothAcc.
[05-10-24 22:04:59.841] LOG  : General     , 1728158699841> 0> Base.NV_Control_IR: displaycategory, ClothAcc.
[05-10-24 22:04:59.841] LOG  : General     , 1728158699841> 0> Base.NV_Control_LB: displaycategory, ClothAcc.
[05-10-24 22:04:59.841] LOG  : General     , 1728158699841> 0> Base.NV_Control_NL: displaycategory, ClothAcc.
[05-10-24 22:04:59.841] LOG  : General     , 1728158699841> 0> Base.NV_Control_XR: displaycategory, ClothAcc.
[05-10-24 22:04:59.841] LOG  : General     , 1728158699841> 0> Base.PB68: displaycategory, Ammo.
[05-10-24 22:04:59.841] LOG  : General     , 1728158699841> 0> Base.PB68Bag: displaycategory, Ammo.
[05-10-24 22:04:59.841] LOG  : General     , 1728158699841> 0> Base.Rocket_Fired: displaycategory, Junk.
[05-10-24 22:04:59.841] LOG  : General     , 1728158699841> 0> Base.SlingShotAmmo_Marble: displaycategory, Ammo.
[05-10-24 22:04:59.841] LOG  : General     , 1728158699841> 0> Base.SlingShotAmmo_Rock: displaycategory, Ammo.
[05-10-24 22:04:59.841] LOG  : General     , 1728158699841> 0> Base.Smoke: displaycategory, Tool.
[05-10-24 22:04:59.841] LOG  : General     , 1728158699841> 0> Base.Stoner_Book: displaycategory, LitR.
[05-10-24 22:04:59.842] LOG  : General     , 1728158699842> 0> Base.380StdClip: displaycategory, WepAmmoMag.
[05-10-24 22:04:59.842] LOG  : General     , 1728158699842> 0> Base.50Clip: displaycategory, WepAmmoMag.
[05-10-24 22:04:59.842] LOG  : General     , 1728158699842> 0> Base.9mmSSExtClip: displaycategory, WepAmmoMag.
[05-10-24 22:04:59.842] LOG  : General     , 1728158699842> 0> Base.9mmSSClip: displaycategory, WepAmmoMag.
[05-10-24 22:04:59.842] LOG  : General     , 1728158699842> 0> Base.Large_PB_Hopper: displaycategory, WepAmmoMag.
[05-10-24 22:04:59.842] LOG  : General     , 1728158699842> 0> Base.Standard_PB_Hopper: displaycategory, WepAmmoMag.
[05-10-24 22:04:59.842] LOG  : General     , 1728158699842> 0> Base.Broad_Axe: displaycategory, WepMelee.
[05-10-24 22:04:59.842] LOG  : General     , 1728158699842> 0> Base.Trench_Axe: displaycategory, WepMelee.
[05-10-24 22:04:59.842] LOG  : General     , 1728158699842> 0> Base.ASP_B: displaycategory, WepMelee.
[05-10-24 22:04:59.842] LOG  : General     , 1728158699842> 0> Base.ASP: displaycategory, WepMelee.
[05-10-24 22:04:59.842] LOG  : General     , 1728158699842> 0> Base.Butterfly_Fold: displaycategory, WepMelee.
[05-10-24 22:04:59.842] LOG  : General     , 1728158699842> 0> Base.Butterfly_Down: displaycategory, WepMelee.
[05-10-24 22:04:59.842] LOG  : General     , 1728158699842> 0> Base.Ball_Sock: displaycategory, WepMelee.
[05-10-24 22:04:59.842] LOG  : General     , 1728158699842> 0> Base.C_Lock_Belt: displaycategory, WepMelee.
[05-10-24 22:04:59.842] LOG  : General     , 1728158699842> 0> Base.H460_Chainsaw: displaycategory, WepMelee.
[05-10-24 22:04:59.842] LOG  : General     , 1728158699842> 0> Base.Karambit_Down: displaycategory, WepMelee.
[05-10-24 22:04:59.842] LOG  : General     , 1728158699842> 0> Base.Makita_Chainsaw: displaycategory, WepMelee.
[05-10-24 22:04:59.842] LOG  : General     , 1728158699842> 0> Base.MilitaryBaton_B: displaycategory, WepMelee.
[05-10-24 22:04:59.843] LOG  : General     , 1728158699843> 0> Base.Nightstick_C: displaycategory, WepMelee.
[05-10-24 22:04:59.843] LOG  : General     , 1728158699843> 0> Base.Nightstick_B: displaycategory, WepMelee.
[05-10-24 22:04:59.843] LOG  : General     , 1728158699843> 0> Base.P_Lock_Belt: displaycategory, WepMelee.
[05-10-24 22:04:59.843] LOG  : General     , 1728158699843> 0> Base.Poly_Nun_Chucks_B: displaycategory, WepMelee.
[05-10-24 22:04:59.843] LOG  : General     , 1728158699843> 0> Base.Poly_Nun_Chucks: displaycategory, WepMelee.
[05-10-24 22:04:59.843] LOG  : General     , 1728158699843> 0> Base.Spartan_Spear: displaycategory, WepMelee.
[05-10-24 22:04:59.843] LOG  : General     , 1728158699843> 0> Base.Spartan_Spear_Thrust: displaycategory, WepMelee.
[05-10-24 22:04:59.843] LOG  : General     , 1728158699843> 0> Base.Steel_Nun_Chucks: displaycategory, WepMelee.
[05-10-24 22:04:59.843] LOG  : General     , 1728158699843> 0> Base.Steel_Nun_Chucks_B: displaycategory, WepMelee.
[05-10-24 22:04:59.843] LOG  : General     , 1728158699843> 0> Base.ThrowingKnife: displaycategory, WepMelee.
[05-10-24 22:04:59.843] LOG  : General     , 1728158699843> 0> Base.Val_Spear: displaycategory, WepMelee.
[05-10-24 22:04:59.843] LOG  : General     , 1728158699843> 0> Base.Val_Spear_Thrust: displaycategory, WepMelee.
[05-10-24 22:04:59.843] LOG  : General     , 1728158699843> 0> Base.Wood_Nun_Chucks_B: displaycategory, WepMelee.
[05-10-24 22:04:59.843] LOG  : General     , 1728158699843> 0> Base.Wood_Nun_Chucks: displaycategory, WepMelee.
[05-10-24 22:04:59.843] LOG  : General     , 1728158699843> 0> Base.TriggerGroup_AK: displaycategory, WepPart.
[05-10-24 22:04:59.843] LOG  : General     , 1728158699843> 0> Base.TriggerGroup_AR: displaycategory, WepPart.
[05-10-24 22:04:59.843] LOG  : General     , 1728158699843> 0> Base.TriggerGroup_FN: displaycategory, WepPart.
[05-10-24 22:04:59.843] LOG  : General     , 1728158699843> 0> Base.TriggerGroup_HK: displaycategory, WepPart.
[05-10-24 22:04:59.843] LOG  : General     , 1728158699843> 0> Base.Laser_PEQ15_ON: displaycategory, WepPart.
[05-10-24 22:04:59.844] LOG  : General     , 1728158699844> 0> Base.AR57_Brass_Catch: displaycategory, WepPart.
[05-10-24 22:04:59.844] LOG  : General     , 1728158699844> 0> Base.Scope_ATACR7_F1: displaycategory, WepPart.
[05-10-24 22:04:59.844] LOG  : General     , 1728158699844> 0> Base.Scope_ATACR7_F1r: displaycategory, WepPart.
[05-10-24 22:04:59.844] LOG  : General     , 1728158699844> 0> Base.Sight_Armasight_NV: displaycategory, WepPart.
[05-10-24 22:04:59.844] LOG  : General     , 1728158699844> 0> Base.Bipod_OPEN: displaycategory, WepPart.
[05-10-24 22:04:59.844] LOG  : General     , 1728158699844> 0> Base.Sight_Burris_NV: displaycategory, WepPart.
[05-10-24 22:04:59.844] LOG  : General     , 1728158699844> 0> Base.CO2_Cartridge_Used: displaycategory, WepPart.
[05-10-24 22:04:59.844] LOG  : General     , 1728158699844> 0> Base.Compensator_CZ: displaycategory, WepPart.
[05-10-24 22:04:59.844] LOG  : General     , 1728158699844> 0> Base.Laser_DVAL_ON: displaycategory, WepPart.
[05-10-24 22:04:59.844] LOG  : General     , 1728158699844> 0> Base.Launcher2: displaycategory, WepPart.
[05-10-24 22:04:59.844] LOG  : General     , 1728158699844> 0> Base.Grip_Alloy_Black: displaycategory, WepPart.
[05-10-24 22:04:59.844] LOG  : General     , 1728158699844> 0> Base.Grip_Alloy_Blue: displaycategory, WepPart.
[05-10-24 22:04:59.844] LOG  : General     , 1728158699844> 0> Base.Grip_Alloy_Red: displaycategory, WepPart.
[05-10-24 22:04:59.844] LOG  : General     , 1728158699844> 0> Base.Grip_Alloy_Silver: displaycategory, WepPart.
[05-10-24 22:04:59.844] LOG  : General     , 1728158699844> 0> Base.Grip_Carbon: displaycategory, WepPart.
[05-10-24 22:04:59.844] LOG  : General     , 1728158699844> 0> Base.Grip_G10_Black: displaycategory, WepPart.
[05-10-24 22:04:59.844] LOG  : General     , 1728158699844> 0> Base.Grip_G10_Blue: displaycategory, WepPart.
[05-10-24 22:04:59.844] LOG  : General     , 1728158699844> 0> Base.Grip_G10_Brown: displaycategory, WepPart.
[05-10-24 22:04:59.844] LOG  : General     , 1728158699844> 0> Base.Grip_G10_Green: displaycategory, WepPart.
[05-10-24 22:04:59.845] LOG  : General     , 1728158699845> 0> Base.Grip_G10_Pink: displaycategory, WepPart.
[05-10-24 22:04:59.845] LOG  : General     , 1728158699845> 0> Base.Grip_G10_Red: displaycategory, WepPart.
[05-10-24 22:04:59.845] LOG  : General     , 1728158699845> 0> Base.Grip_Ivory: displaycategory, WepPart.
[05-10-24 22:04:59.845] LOG  : General     , 1728158699845> 0> Base.Grip_Punisher: displaycategory, WepPart.
[05-10-24 22:04:59.845] LOG  : General     , 1728158699845> 0> Base.Grip_RPD: displaycategory, WepPart.
[05-10-24 22:04:59.845] LOG  : General     , 1728158699845> 0> Base.Grip_Spartan: displaycategory, WepPart.
[05-10-24 22:04:59.845] LOG  : General     , 1728158699845> 0> Base.Grip_Wood: displaycategory, WepPart.
[05-10-24 22:04:59.845] LOG  : General     , 1728158699845> 0> Base.Laser_Green_ON: displaycategory, WepPart.
[05-10-24 22:04:59.845] LOG  : General     , 1728158699845> 0> Base.Laser_Red_ON: displaycategory, WepPart.
[05-10-24 22:04:59.845] LOG  : General     , 1728158699845> 0> Base.LinearComp_Noveske: displaycategory, WepPart.
[05-10-24 22:04:59.845] LOG  : General     , 1728158699845> 0> Base.Sight_OKP7_Reflex: displaycategory, WepPart.
[05-10-24 22:04:59.845] LOG  : General     , 1728158699845> 0> Base.Mount_CZ: displaycategory, WepPart.
[05-10-24 22:04:59.845] LOG  : General     , 1728158699845> 0> Base.Pistol_Stock: displaycategory, WepPart.
[05-10-24 22:04:59.845] LOG  : General     , 1728158699845> 0> Base.Standard_PB_Can: displaycategory, WepPart.
[05-10-24 22:04:59.845] LOG  : General     , 1728158699845> 0> Base.Scope_TANGO6T_1-6x: displaycategory, WepPart.
[05-10-24 22:04:59.845] LOG  : General     , 1728158699845> 0> Base.Light_Small_Socom: displaycategory, WepPart.
[05-10-24 22:04:59.845] LOG  : General     , 1728158699845> 0> Base.Light_Small_Socom_ON: displaycategory, WepPart.
[05-10-24 22:04:59.845] LOG  : General     , 1728158699845> 0> Base.Light_Small_TLR_7AH: displaycategory, WepPart.
[05-10-24 22:04:59.845] LOG  : General     , 1728158699845> 0> Base.Suppressor_MK3_Pistol: displaycategory, WepPart.
[05-10-24 22:04:59.846] LOG  : General     , 1728158699846> 0> Base.Suppressor_NorthStar_Pistol: displaycategory, WepPart.
[05-10-24 22:04:59.846] LOG  : General     , 1728158699846> 0> Base.Suppressor_Socom_Pistol: displaycategory, WepPart.
[05-10-24 22:04:59.846] LOG  : General     , 1728158699846> 0> Base.Light_Medium_M900: displaycategory, WepPart.
[05-10-24 22:04:59.846] LOG  : General     , 1728158699846> 0> Base.Switch_Striker_Green: displaycategory, WepPart.
[05-10-24 22:04:59.846] LOG  : General     , 1728158699846> 0> Base.Switch_Striker_Blue: displaycategory, WepPart.
[05-10-24 22:04:59.846] LOG  : General     , 1728158699846> 0> Base.Switch_Striker_Black: displaycategory, WepPart.
[05-10-24 22:04:59.846] LOG  : General     , 1728158699846> 0> Base.Switch_Striker_Red: displaycategory, WepPart.
[05-10-24 22:04:59.846] LOG  : General     , 1728158699846> 0> Base.Light_Medium_M952V: displaycategory, WepPart.
[05-10-24 22:04:59.846] LOG  : General     , 1728158699846> 0> Base.Bolt_Bear: displaycategory, Ammo.
[05-10-24 22:04:59.846] LOG  : General     , 1728158699846> 0> Base.Bolt_Bear_Pack: displaycategory, Ammo.
[05-10-24 22:04:59.846] LOG  : General     , 1728158699846> 0> Base.Bag_Brass223: displaycategory, CraftAmmo.
[05-10-24 22:04:59.846] LOG  : General     , 1728158699846> 0> Base.Bag_Brass22: displaycategory, CraftAmmo.
[05-10-24 22:04:59.846] LOG  : General     , 1728158699846> 0> Base.Bag_Brass3006: displaycategory, CraftAmmo.
[05-10-24 22:04:59.846] LOG  : General     , 1728158699846> 0> Base.Bag_Brass308: displaycategory, CraftAmmo.
[05-10-24 22:04:59.846] LOG  : General     , 1728158699846> 0> Base.Bag_Brass357: displaycategory, CraftAmmo.
[05-10-24 22:04:59.846] LOG  : General     , 1728158699846> 0> Base.Bag_Brass38: displaycategory, CraftAmmo.
[05-10-24 22:04:59.846] LOG  : General     , 1728158699846> 0> Base.Bag_Brass380: displaycategory, CraftAmmo.
[05-10-24 22:04:59.846] LOG  : General     , 1728158699846> 0> Base.Bag_Brass44: displaycategory, CraftAmmo.
[05-10-24 22:04:59.846] LOG  : General     , 1728158699846> 0> Base.Bag_Brass4570: displaycategory, CraftAmmo.
[05-10-24 22:04:59.847] LOG  : General     , 1728158699847> 0> Base.Bag_Brass45: displaycategory, CraftAmmo.
[05-10-24 22:04:59.847] LOG  : General     , 1728158699847> 0> Base.Bag_Brass45LC: displaycategory, CraftAmmo.
[05-10-24 22:04:59.847] LOG  : General     , 1728158699847> 0> Base.Bag_Brass545x39: displaycategory, CraftAmmo.
[05-10-24 22:04:59.847] LOG  : General     , 1728158699847> 0> Base.Bag_Brass556: displaycategory, CraftAmmo.
[05-10-24 22:04:59.847] LOG  : General     , 1728158699847> 0> Base.Bag_Brass57: displaycategory, CraftAmmo.
[05-10-24 22:04:59.847] LOG  : General     , 1728158699847> 0> Base.Bag_Brass50BMG: displaycategory, CraftAmmo.
[05-10-24 22:04:59.847] LOG  : General     , 1728158699847> 0> Base.Bag_Brass50MAG: displaycategory, CraftAmmo.
[05-10-24 22:04:59.847] LOG  : General     , 1728158699847> 0> Base.Bag_Brass762x39: displaycategory, CraftAmmo.
[05-10-24 22:04:59.847] LOG  : General     , 1728158699847> 0> Base.Bag_Brass762x51: displaycategory, CraftAmmo.
[05-10-24 22:04:59.847] LOG  : General     , 1728158699847> 0> Base.Bag_Brass762x54r: displaycategory, CraftAmmo.
[05-10-24 22:04:59.847] LOG  : General     , 1728158699847> 0> Base.Bag_Brass9: displaycategory, CraftAmmo.
[05-10-24 22:04:59.847] LOG  : General     , 1728158699847> 0> Base.Bag_Hull10g: displaycategory, CraftAmmo.
[05-10-24 22:04:59.847] LOG  : General     , 1728158699847> 0> Base.Bag_Hull12g: displaycategory, CraftAmmo.
[05-10-24 22:04:59.847] LOG  : General     , 1728158699847> 0> Base.Bag_Hull20g: displaycategory, CraftAmmo.
[05-10-24 22:04:59.847] LOG  : General     , 1728158699847> 0> Base.Bag_Hull410g: displaycategory, CraftAmmo.
[05-10-24 22:04:59.847] LOG  : General     , 1728158699847> 0> Base.Bag_Hull4g: displaycategory, CraftAmmo.
[05-10-24 22:04:59.847] LOG  : General     , 1728158699847> 0> Base.Arrow_Fletching: displaycategory, CraftAmmo.
[05-10-24 22:04:59.847] LOG  : General     , 1728158699847> 0> Base.Arrow_Head: displaycategory, CraftAmmo.
[05-10-24 22:04:59.848] LOG  : General     , 1728158699848> 0> Base.Shaft_Carbon: displaycategory, CraftAmmo.
[05-10-24 22:04:59.848] LOG  : General     , 1728158699848> 0> Base.Shaft_Fiberglass: displaycategory, CraftAmmo.
[05-10-24 22:04:59.848] LOG  : General     , 1728158699848> 0> Base.DogChain: displaycategory, CraftCarp.
[05-10-24 22:04:59.848] LOG  : General     , 1728158699848> 0> Base.CCW_Purse_22: displaycategory, Cont.
[05-10-24 22:04:59.848] LOG  : General     , 1728158699848> 0> Base.CCW_Purse_357: displaycategory, Cont.
[05-10-24 22:04:59.848] LOG  : General     , 1728158699848> 0> Base.CCW_Purse_380: displaycategory, Cont.
[05-10-24 22:04:59.848] LOG  : General     , 1728158699848> 0> Base.CCW_Purse_45_2: displaycategory, Cont.
[05-10-24 22:04:59.848] LOG  : General     , 1728158699848> 0> Base.CCW_Purse_45_1: displaycategory, Cont.
[05-10-24 22:04:59.848] LOG  : General     , 1728158699848> 0> Base.CCW_Purse_9: displaycategory, Cont.
[05-10-24 22:04:59.848] LOG  : General     , 1728158699848> 0> Base.CCW_FannyPack_22: displaycategory, ClothBag.
[05-10-24 22:04:59.848] LOG  : General     , 1728158699848> 0> Base.CCW_FannyPack_357: displaycategory, ClothBag.
[05-10-24 22:04:59.848] LOG  : General     , 1728158699848> 0> Base.CCW_FannyPack_380: displaycategory, ClothBag.
[05-10-24 22:04:59.848] LOG  : General     , 1728158699848> 0> Base.CCW_FannyPack_45_2: displaycategory, ClothBag.
[05-10-24 22:04:59.848] LOG  : General     , 1728158699848> 0> Base.CCW_FannyPack_45_1: displaycategory, ClothBag.
[05-10-24 22:04:59.848] LOG  : General     , 1728158699848> 0> Base.CCW_FannyPack_9: displaycategory, ClothBag.
[05-10-24 22:04:59.848] LOG  : General     , 1728158699848> 0> Base.ADAR_HE: displaycategory, WepFire.
[05-10-24 22:04:59.848] LOG  : General     , 1728158699848> 0> Base.ADAR_INC: displaycategory, WepFire.
[05-10-24 22:04:59.848] LOG  : General     , 1728158699848> 0> Base.AK103_INC: displaycategory, WepFire.
[05-10-24 22:04:59.848] LOG  : General     , 1728158699848> 0> Base.AK103_HE: displaycategory, WepFire.
[05-10-24 22:04:59.849] LOG  : General     , 1728158699849> 0> Base.AK12_HE: displaycategory, WepFire.
[05-10-24 22:04:59.849] LOG  : General     , 1728158699849> 0> Base.AK12_INC: displaycategory, WepFire.
[05-10-24 22:04:59.849] LOG  : General     , 1728158699849> 0> Base.AK47_INC: displaycategory, WepFire.
[05-10-24 22:04:59.849] LOG  : General     , 1728158699849> 0> Base.AK47_HE: displaycategory, WepFire.
[05-10-24 22:04:59.849] LOG  : General     , 1728158699849> 0> Base.AK12_New_INC: displaycategory, WepFire.
[05-10-24 22:04:59.849] LOG  : General     , 1728158699849> 0> Base.AK12_New_HE: displaycategory, WepFire.
[05-10-24 22:04:59.849] LOG  : General     , 1728158699849> 0> Base.AK12_Fold_HE: displaycategory, WepFire.
[05-10-24 22:04:59.849] LOG  : General     , 1728158699849> 0> Base.AK12_Fold_INC: displaycategory, WepFire.
[05-10-24 22:04:59.849] LOG  : General     , 1728158699849> 0> Base.AK308_INC: displaycategory, WepFire.
[05-10-24 22:04:59.849] LOG  : General     , 1728158699849> 0> Base.AK308_HE: displaycategory, WepFire.
[05-10-24 22:04:59.849] LOG  : General     , 1728158699849> 0> Base.AK74_INC: displaycategory, WepFire.
[05-10-24 22:04:59.873] LOG  : General     , 1728158699849> 0> Base.AK74_HE: displaycategory, WepFire.
[05-10-24 22:04:59.873] LOG  : General     , 1728158699873> 0> Base.AKM_Gold_INC: displaycategory, WepFire.
[05-10-24 22:04:59.873] LOG  : General     , 1728158699873> 0> Base.AKM_Gold_HE: displaycategory, WepFire.
[05-10-24 22:04:59.873] LOG  : General     , 1728158699873> 0> Base.AKM_Gold_Melee: displaycategory, WepFire.
[05-10-24 22:04:59.873] LOG  : General     , 1728158699873> 0> Base.AKM_Gold: displaycategory, WepFire.
[05-10-24 22:04:59.873] LOG  : General     , 1728158699873> 0> Base.AKM_INC: displaycategory, WepFire.
[05-10-24 22:04:59.873] LOG  : General     , 1728158699873> 0> Base.AKM_HE: displaycategory, WepFire.
[05-10-24 22:04:59.873] LOG  : General     , 1728158699873> 0> Base.AN94: displaycategory, WepFire.
[05-10-24 22:04:59.873] LOG  : General     , 1728158699873> 0> Base.AN94_INC: displaycategory, WepFire.
[05-10-24 22:04:59.874] LOG  : General     , 1728158699874> 0> Base.AN94_HE: displaycategory, WepFire.
[05-10-24 22:04:59.874] LOG  : General     , 1728158699874> 0> Base.AN94_Melee: displaycategory, WepFire.
[05-10-24 22:04:59.874] LOG  : General     , 1728158699874> 0> Base.AR57_PDW_INC: displaycategory, WepFire.
[05-10-24 22:04:59.874] LOG  : General     , 1728158699874> 0> Base.AR57_PDW_HE: displaycategory, WepFire.
[05-10-24 22:04:59.874] LOG  : General     , 1728158699874> 0> Base.AR57_PDW_Fold_INC: displaycategory, WepFire.
[05-10-24 22:04:59.874] LOG  : General     , 1728158699874> 0> Base.AR57_PDW_Fold_HE: displaycategory, WepFire.
[05-10-24 22:04:59.874] LOG  : General     , 1728158699874> 0> Base.AR57_PDW_Fold: displaycategory, WepFire.
[05-10-24 22:04:59.874] LOG  : General     , 1728158699874> 0> Base.AR57_PDW: displaycategory, WepFire.
[05-10-24 22:04:59.874] LOG  : General     , 1728158699874> 0> Base.AR57_PDW_Long_HE: displaycategory, WepFire.
[05-10-24 22:04:59.874] LOG  : General     , 1728158699874> 0> Base.AR57_PDW_Long_INC: displaycategory, WepFire.
[05-10-24 22:04:59.874] LOG  : General     , 1728158699874> 0> Base.AR57_PDW_Long: displaycategory, WepFire.
[05-10-24 22:04:59.874] LOG  : General     , 1728158699874> 0> Base.Shrike: displaycategory, WepFire.
