[28-09-24 23:40:58.887] LOG  : General     , 1727559658887> 0> Tsarcraft.VinylMaxPayne: DisplayCategory, MediaA.
[28-09-24 23:40:58.935] LOG  : General     , 1727559658935> 0> Base.Glove_Mechanix_Pact: Insulation, 0.09000000357627869.
[28-09-24 23:40:58.935] LOG  : General     , 1727559658935> 0> Base.Glove_Fisher: Insulation, 0.09000000357627869.
[28-09-24 23:40:58.935] LOG  : General     , 1727559658935> 0> Base.Glove_Leather: Insulation, 0.09000000357627869.
[28-09-24 23:40:58.935] LOG  : General     , 1727559658935> 0> Base.Glove_Mustang: Insulation, 0.09000000357627869.
[28-09-24 23:40:58.935] LOG  : General     , 1727559658935> 0> Base.Hat_Tactical_Boonie: Insulation, 0.13500000536441803.
[28-09-24 23:40:58.935] LOG  : General     , 1727559658935> 0> Base.Hat_Tactical_Boonie_Fold: Insulation, 0.13500000536441803.
[28-09-24 23:40:58.935] LOG  : General     , 1727559658935> 0> Base.Hat_Lisa_Cap: Insulation, 0.13500000536441803.
[28-09-24 23:40:58.936] LOG  : General     , 1727559658936> 0> Base.Hat_Tactical_Cap: Insulation, 0.13500000536441803.
[28-09-24 23:40:58.936] LOG  : General     , 1727559658936> 0> Base.Hat_Tactical_Cap_Back: Insulation, 0.13500000536441803.
[28-09-24 23:40:58.936] LOG  : General     , 1727559658936> 0> Base.Hat_Tactical_Cap_Camo: Insulation, 0.13500000536441803.
[28-09-24 23:40:58.936] LOG  : General     , 1727559658936> 0> Base.Hat_Tactical_Cap_Camo_Back: Insulation, 0.13500000536441803.
[28-09-24 23:40:58.936] LOG  : General     , 1727559658936> 0> Base.Hat_Patrol_Cap: Insulation, 0.13500000536441803.
[28-09-24 23:40:58.936] LOG  : General     , 1727559658936> 0> Base.Hat_Patrol_Cap_Back: Insulation, 0.13500000536441803.
[28-09-24 23:40:58.936] LOG  : General     , 1727559658936> 0> Base.Hat_Tactical_Beret: Insulation, 0.13500000536441803.
[28-09-24 23:40:58.936] LOG  : General     , 1727559658936> 0> Base.Officer_Hat: Insulation, 0.13500000536441803.
[28-09-24 23:40:58.936] LOG  : General     , 1727559658936> 0> Base.Police_Officer_Hat: Insulation, 0.13500000536441803.
[28-09-24 23:40:58.936] LOG  : General     , 1727559658936> 0> Base.Bear_Mask: Insulation, 0.8549999892711639.
[28-09-24 23:40:58.936] LOG  : General     , 1727559658936> 0> Base.Fire_Helmet: Insulation, 0.40499998927116393.
[28-09-24 23:40:58.936] LOG  : General     , 1727559658936> 0> Base.Military_Ghillie_Hat: Insulation, 0.13500000536441803.
[28-09-24 23:40:58.936] LOG  : General     , 1727559658936> 0> Base.Military_Ghillie_Hat_Mask: Insulation, 0.13500000536441803.
[28-09-24 23:40:58.936] LOG  : General     , 1727559658936> 0> Base.ELA_Cap: Insulation, 0.13500000536441803.
[28-09-24 23:40:58.936] LOG  : General     , 1727559658936> 0> Base.ELA_Cap_Back: Insulation, 0.13500000536441803.
[28-09-24 23:40:58.936] LOG  : General     , 1727559658936> 0> Base.Rose_Cap: Insulation, 0.13500000536441803.
[28-09-24 23:40:58.936] LOG  : General     , 1727559658936> 0> Base.Rose_Cap_Back: Insulation, 0.13500000536441803.
[28-09-24 23:40:58.937] LOG  : General     , 1727559658937> 0> Base.Round_Cap_Police: Insulation, 0.13500000536441803.
[28-09-24 23:40:58.937] LOG  : General     , 1727559658937> 0> Base.Round_Cap_Police_Back: Insulation, 0.13500000536441803.
[28-09-24 23:40:58.937] LOG  : General     , 1727559658937> 0> Base.Sniper_Veil: Insulation, 0.13500000536441803.
[28-09-24 23:40:58.937] LOG  : General     , 1727559658937> 0> Base.Worn_Beanie: Insulation, 0.13500000536441803.
[28-09-24 23:40:58.937] LOG  : General     , 1727559658937> 0> Base.Worn_Beanie_Full: Insulation, 0.13500000536441803.
[28-09-24 23:40:58.937] LOG  : General     , 1727559658937> 0> Base.Round_Cap_Fisher: Insulation, 0.13500000536441803.
[28-09-24 23:40:58.937] LOG  : General     , 1727559658937> 0> Base.Round_Cap_Fisher_Back: Insulation, 0.13500000536441803.
[28-09-24 23:40:58.937] LOG  : General     , 1727559658937> 0> Base.Round_Cap_Casual: Insulation, 0.13500000536441803.
[28-09-24 23:40:58.937] LOG  : General     , 1727559658937> 0> Base.Round_Cap_Casual_Back: Insulation, 0.13500000536441803.
[28-09-24 23:40:58.937] LOG  : General     , 1727559658937> 0> Base.Hat_Sordin: Insulation, 0.09000000357627869.
[28-09-24 23:40:58.937] LOG  : General     , 1727559658937> 0> Base.Hat_Astrocom: Insulation, 0.09000000357627869.
[28-09-24 23:40:58.937] LOG  : General     , 1727559658937> 0> Base.SET_Headset: Insulation, 0.09000000357627869.
[28-09-24 23:40:58.937] LOG  : General     , 1727559658937> 0> Base.Aviation_Headsets: Insulation, 0.09000000357627869.
[28-09-24 23:40:58.937] LOG  : General     , 1727559658937> 0> Base.Aviation_Headsets_ON: Insulation, 0.09000000357627869.
[28-09-24 23:40:58.937] LOG  : General     , 1727559658937> 0> Base.Comtac_Headsets: Insulation, 0.09000000357627869.
[28-09-24 23:40:58.937] LOG  : General     , 1727559658937> 0> Base.Comtac_Headsets_ON: Insulation, 0.09000000357627869.
[28-09-24 23:40:58.937] LOG  : General     , 1727559658937> 0> Base.Comtac4_Headsets: Insulation, 0.09000000357627869.
[28-09-24 23:40:58.938] LOG  : General     , 1727559658938> 0> Base.Comtac4_Headsets_ON: Insulation, 0.09000000357627869.
[28-09-24 23:40:58.938] LOG  : General     , 1727559658938> 0> Base.Bowman_Headsets: Insulation, 0.09000000357627869.
[28-09-24 23:40:58.938] LOG  : General     , 1727559658938> 0> Base.Bowman_Headsets_ON: Insulation, 0.09000000357627869.
[28-09-24 23:40:58.938] LOG  : General     , 1727559658938> 0> Base.Hat_Sam_NV: Insulation, 0.
[28-09-24 23:40:58.938] LOG  : General     , 1727559658938> 0> Base.Hat_Sam_NV_OFF: Insulation, 0.
[28-09-24 23:40:58.938] LOG  : General     , 1727559658938> 0> Base.Hat_PVS15_ON: Insulation, 0.
[28-09-24 23:40:58.938] LOG  : General     , 1727559658938> 0> Base.Hat_PVS15_OFF: Insulation, 0.
[28-09-24 23:40:58.938] LOG  : General     , 1727559658938> 0> Base.Hat_PVS15_Harness_ON: Insulation, 0.
[28-09-24 23:40:58.938] LOG  : General     , 1727559658938> 0> Base.Hat_PVS15_Harness_OFF: Insulation, 0.
[28-09-24 23:40:58.938] LOG  : General     , 1727559658938> 0> Base.Hat_NV18_ON: Insulation, 0.
[28-09-24 23:40:58.938] LOG  : General     , 1727559658938> 0> Base.Hat_NV18_OFF: Insulation, 0.
[28-09-24 23:40:58.938] LOG  : General     , 1727559658938> 0> Base.Hat_NV18_Harness_ON: Insulation, 0.
[28-09-24 23:40:58.938] LOG  : General     , 1727559658938> 0> Base.Hat_NV18_Harness_OFF: Insulation, 0.
[28-09-24 23:40:58.938] LOG  : General     , 1727559658938> 0> Base.NV_PVS5: Insulation, 0.
[28-09-24 23:40:58.938] LOG  : General     , 1727559658938> 0> Base.NV_PVS5_OFF: Insulation, 0.
[28-09-24 23:40:58.938] LOG  : General     , 1727559658938> 0> Base.NV_PNV_57: Insulation, 0.
[28-09-24 23:40:58.938] LOG  : General     , 1727559658938> 0> Base.NV_PNV_57_OFF: Insulation, 0.
[28-09-24 23:40:58.938] LOG  : General     , 1727559658938> 0> Base.NV_PVS7: Insulation, 0.
[28-09-24 23:40:58.939] LOG  : General     , 1727559658939> 0> Base.NV_PVS7_OFF: Insulation, 0.
[28-09-24 23:40:58.939] LOG  : General     , 1727559658939> 0> Base.NV_PVS21: Insulation, 0.
[28-09-24 23:40:58.939] LOG  : General     , 1727559658939> 0> Base.NV_PVS21_OFF: Insulation, 0.
[28-09-24 23:40:58.939] LOG  : General     , 1727559658939> 0> Base.NV_GPNVG_18: Insulation, 0.
[28-09-24 23:40:58.939] LOG  : General     , 1727559658939> 0> Base.NV_GPNVG_18_OFF: Insulation, 0.
[28-09-24 23:40:58.939] LOG  : General     , 1727559658939> 0> Base.Boots_Heather: Insulation, 0.6000000000000001.
[28-09-24 23:40:58.939] LOG  : General     , 1727559658939> 0> Base.Boots_Bennett: Insulation, 0.6000000000000001.
[28-09-24 23:40:58.939] LOG  : General     , 1727559658939> 0> Base.Boots_James: Insulation, 0.6000000000000001.
[28-09-24 23:40:58.939] LOG  : General     , 1727559658939> 0> Base.Shoes_Lisa: Insulation, 0.6000000000000001.
[28-09-24 23:40:58.939] LOG  : General     , 1727559658939> 0> Base.Boots_Maria: Insulation, 0.6000000000000001.
[28-09-24 23:40:58.939] LOG  : General     , 1727559658939> 0> Base.Tac_Boots: Insulation, 0.6000000000000001.
[28-09-24 23:40:58.939] LOG  : General     , 1727559658939> 0> Base.Boots_Trackstar: Insulation, 0.6000000000000001.
[28-09-24 23:40:58.939] LOG  : General     , 1727559658939> 0> Base.Susie_Boots: Insulation, 0.6000000000000001.
[28-09-24 23:40:58.939] LOG  : General     , 1727559658939> 0> Base.SET_Boots: Insulation, 0.6000000000000001.
[28-09-24 23:40:58.939] LOG  : General     , 1727559658939> 0> Base.Ashe_Boots: Insulation, 0.6000000000000001.
[28-09-24 23:40:58.939] LOG  : General     , 1727559658939> 0> Base.Mechanic_Boots: Insulation, 0.6000000000000001.
[28-09-24 23:40:58.939] LOG  : General     , 1727559658939> 0> Base.Rose_Shoes: Insulation, 0.6000000000000001.
[28-09-24 23:40:58.940] LOG  : General     , 1727559658940> 0> Base.Nurse_Shoes: Insulation, 0.6000000000000001.
[28-09-24 23:40:58.940] LOG  : General     , 1727559658940> 0> Base.Metro_Boots: Insulation, 0.6000000000000001.
[28-09-24 23:40:58.940] LOG  : General     , 1727559658940> 0> Base.Killa_Jacket: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.940] LOG  : General     , 1727559658940> 0> Base.Killa_Pants: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.940] LOG  : General     , 1727559658940> 0> Base.Skirt_Nurse: Insulation, 0.07500000111758709.
[28-09-24 23:40:58.940] LOG  : General     , 1727559658940> 0> Base.Wolf_Jacket: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.940] LOG  : General     , 1727559658940> 0> Base.Pants_Yoga: Insulation, 0.1875.
[28-09-24 23:40:58.940] LOG  : General     , 1727559658940> 0> Base.Turtleneck: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.940] LOG  : General     , 1727559658940> 0> Base.Belly_Turtleneck: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.940] LOG  : General     , 1727559658940> 0> Base.S_Tank_Top: Insulation, 0.15000000223517418.
[28-09-24 23:40:58.940] LOG  : General     , 1727559658940> 0> Base.Y_Shirts: Insulation, 0.15000000223517418.
[28-09-24 23:40:58.940] LOG  : General     , 1727559658940> 0> Base.Y_Shirts_Long: Insulation, 0.15000000223517418.
[28-09-24 23:40:58.940] LOG  : General     , 1727559658940> 0> Base.Skirt_Office: Insulation, 0.07500000111758709.
[28-09-24 23:40:58.940] LOG  : General     , 1727559658940> 0> Base.Skirt_Office_Long: Insulation, 0.07500000111758709.
[28-09-24 23:40:58.940] LOG  : General     , 1727559658940> 0> Base.Office_Sweater: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.941] LOG  : General     , 1727559658941> 0> Base.Office_Sweater_Long: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.941] LOG  : General     , 1727559658941> 0> Base.Pants_Adidas: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.941] LOG  : General     , 1727559658941> 0> Base.Jacket_Adidas: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.941] LOG  : General     , 1727559658941> 0> Base.Skirt_Heather: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.941] LOG  : General     , 1727559658941> 0> Base.Sweater_Lisa: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.941] LOG  : General     , 1727559658941> 0> Base.Shirts_Bennett: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.941] LOG  : General     , 1727559658941> 0> Base.Leather_Pants_Bennett: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.941] LOG  : General     , 1727559658941> 0> Base.Leather_Jacket_Bennett: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.941] LOG  : General     , 1727559658941> 0> Base.Field_Jacket: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.941] LOG  : General     , 1727559658941> 0> Base.Shirts_James: Insulation, 0.15000000223517418.
[28-09-24 23:40:58.941] LOG  : General     , 1727559658941> 0> Base.Jeans_James: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.941] LOG  : General     , 1727559658941> 0> Base.Skirt_Lisa: Insulation, 0.07500000111758709.
[28-09-24 23:40:58.941] LOG  : General     , 1727559658941> 0> Base.Leather_Jacket_Harry: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.941] LOG  : General     , 1727559658941> 0> Base.Leather_Vest_Harry: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.941] LOG  : General     , 1727559658941> 0> Base.Shirts_Maria: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.942] LOG  : General     , 1727559658942> 0> Base.Skirt_Maria: Insulation, 0.07500000111758709.
[28-09-24 23:40:58.942] LOG  : General     , 1727559658942> 0> Base.Trench_Coat_Sebastian: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.942] LOG  : General     , 1727559658942> 0> Base.Shirts_Sebastian: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.942] LOG  : General     , 1727559658942> 0> Base.Jeans_Sebastian: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.942] LOG  : General     , 1727559658942> 0> Base.Shirts_Kidman: Insulation, 0.15000000223517418.
[28-09-24 23:40:58.942] LOG  : General     , 1727559658942> 0> Base.Jeans_Kidman: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.942] LOG  : General     , 1727559658942> 0> Base.Susie_Hood: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.942] LOG  : General     , 1727559658942> 0> Base.Susie_Hood_ON: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.943] LOG  : General     , 1727559658943> 0> Base.Suit_Wick: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.943] LOG  : General     , 1727559658943> 0> Base.Suit_Wick_ON: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.943] LOG  : General     , 1727559658943> 0> Base.Suit_Army: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.943] LOG  : General     , 1727559658943> 0> Base.Suit_Army_ON: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.943] LOG  : General     , 1727559658943> 0> Base.Suit_Stew: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.943] LOG  : General     , 1727559658943> 0> Base.Suit_Stew_ON: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.943] LOG  : General     , 1727559658943> 0> Base.Coat_Long: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.943] LOG  : General     , 1727559658943> 0> Base.Coat_Long_ON: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.943] LOG  : General     , 1727559658943> 0> Base.Military_Coat_Long: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.943] LOG  : General     , 1727559658943> 0> Base.Military_Coat_Long_ON: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.943] LOG  : General     , 1727559658943> 0> Base.Suit_Fisher: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.943] LOG  : General     , 1727559658943> 0> Base.Suit_Fisher_ON: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.943] LOG  : General     , 1727559658943> 0> Base.Apron_Side: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.943] LOG  : General     , 1727559658943> 0> Base.Apron_Side_ON: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.943] LOG  : General     , 1727559658943> 0> Base.Star_Cape: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.943] LOG  : General     , 1727559658943> 0> Base.Star_Cape_ON: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.944] LOG  : General     , 1727559658944> 0> Base.Kenobi_Cape: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.944] LOG  : General     , 1727559658944> 0> Base.Kenobi_Cape_ON: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.944] LOG  : General     , 1727559658944> 0> Base.Vader_Cape: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.944] LOG  : General     , 1727559658944> 0> Base.Vader_Helmet: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.944] LOG  : General     , 1727559658944> 0> Base.Vader_Mask: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.944] LOG  : General     , 1727559658944> 0> Base.Adidas_Track_Pants: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.944] LOG  : General     , 1727559658944> 0> Base.Adidas_Track_Pants_Rolled: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.944] LOG  : General     , 1727559658944> 0> Base.Heather_Bomber: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.944] LOG  : General     , 1727559658944> 0> Base.Heather_Bomber_ON: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.944] LOG  : General     , 1727559658944> 0> Base.School_Cardigan: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.944] LOG  : General     , 1727559658944> 0> Base.School_Cardigan_ON: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.944] LOG  : General     , 1727559658944> 0> Base.School_Cardigan_Long: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.944] LOG  : General     , 1727559658944> 0> Base.School_Cardigan_Long_ON: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.944] LOG  : General     , 1727559658944> 0> Base.Dress_Cardigan: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.944] LOG  : General     , 1727559658944> 0> Base.Dress_Cardigan_ON: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.944] LOG  : General     , 1727559658944> 0> Base.Cardigan_Short: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.944] LOG  : General     , 1727559658944> 0> Base.Cardigan_Short_ON: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.945] LOG  : General     , 1727559658945> 0> Base.Officer_Overcoat: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.945] LOG  : General     , 1727559658945> 0> Base.Officer_Overcoat_ON: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.945] LOG  : General     , 1727559658945> 0> Base.Cropped_Sweater: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.945] LOG  : General     , 1727559658945> 0> Base.Coast_Jacket: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.945] LOG  : General     , 1727559658945> 0> Base.Coast_Jacket_ON: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.945] LOG  : General     , 1727559658945> 0> Base.Paramedic_Jacket: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.945] LOG  : General     , 1727559658945> 0> Base.Paramedic_Jacket_ON: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.945] LOG  : General     , 1727559658945> 0> Base.Kawasaki_Jacket: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.945] LOG  : General     , 1727559658945> 0> Base.Kawasaki_Jacket_ON: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.945] LOG  : General     , 1727559658945> 0> Base.Check_Shirts: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.945] LOG  : General     , 1727559658945> 0> Base.Check_Shirts_ON: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.945] LOG  : General     , 1727559658945> 0> Base.Tac_Check_Shirts: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.945] LOG  : General     , 1727559658945> 0> Base.Tac_Check_Shirts_ON: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.945] LOG  : General     , 1727559658945> 0> Base.Police_Waterproof_Jacket: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.946] LOG  : General     , 1727559658946> 0> Base.Police_Waterproof_Jacket_ON: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.946] LOG  : General     , 1727559658946> 0> Base.Gunsmith_Jacket: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.946] LOG  : General     , 1727559658946> 0> Base.Gunsmith_Jacket_ON: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.946] LOG  : General     , 1727559658946> 0> Base.Hot_Pants: Insulation, 0.22500000894069672.
[28-09-24 23:40:58.946] LOG  : General     , 1727559658946> 0> Base.Hot_Pants_Long: Insulation, 0.22500000894069672.
[28-09-24 23:40:58.946] LOG  : General     , 1727559658946> 0> Base.Hot_Pants_High: Insulation, 0.22500000894069672.
[28-09-24 23:40:58.946] LOG  : General     , 1727559658946> 0> Base.Hot_Pants_Fold: Insulation, 0.22500000894069672.
[28-09-24 23:40:58.946] LOG  : General     , 1727559658946> 0> Base.Jeans_Slim: Insulation, 0.22500000894069672.
[28-09-24 23:40:58.946] LOG  : General     , 1727559658946> 0> Base.Adidas_Pad_Jacket: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.946] LOG  : General     , 1727559658946> 0> Base.Adidas_Pad_Jacket_ON: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.946] LOG  : General     , 1727559658946> 0> Base.Viking_Fire_Jacket: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.946] LOG  : General     , 1727559658946> 0> Base.Viking_Fire_Jacket_ON: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.946] LOG  : General     , 1727559658946> 0> Base.Skirt_Check: Insulation, 0.07500000111758709.
[28-09-24 23:40:58.946] LOG  : General     , 1727559658946> 0> Base.Rose_Jacket: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.946] LOG  : General     , 1727559658946> 0> Base.Rose_Jacket_ON: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.946] LOG  : General     , 1727559658946> 0> Base.Rose_Jeans: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.946] LOG  : General     , 1727559658946> 0> Base.Nurse_Dress: Insulation, 0.07500000111758709.
[28-09-24 23:40:58.947] LOG  : General     , 1727559658947> 0> Base.Knit_Dress: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.947] LOG  : General     , 1727559658947> 0> Base.Knit_Dress_ON: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.947] LOG  : General     , 1727559658947> 0> Base.Off_Dress: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.947] LOG  : General     , 1727559658947> 0> Base.Off_Dress_ON: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.947] LOG  : General     , 1727559658947> 0> Base.Cut_Dress: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.947] LOG  : General     , 1727559658947> 0> Base.Cut_Dress_ON: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.947] LOG  : General     , 1727559658947> 0> Base.Bandit_Coat: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.947] LOG  : General     , 1727559658947> 0> Base.Bandit_Coat_ON: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.947] LOG  : General     , 1727559658947> 0> Base.Bandit_Jacket: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.947] LOG  : General     , 1727559658947> 0> Base.Bandit_Jacket_ON: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.947] LOG  : General     , 1727559658947> 0> Base.BR_Skirts: Insulation, 0.07500000111758709.
[28-09-24 23:40:58.947] LOG  : General     , 1727559658947> 0> Base.BR_Skirts_Long: Insulation, 0.07500000111758709.
[28-09-24 23:40:58.947] LOG  : General     , 1727559658947> 0> Base.Pencil_Skirts: Insulation, 0.07500000111758709.
[28-09-24 23:40:58.947] LOG  : General     , 1727559658947> 0> Base.Pencil_Skirts_Long: Insulation, 0.07500000111758709.
[28-09-24 23:40:58.947] LOG  : General     , 1727559658947> 0> Base.Skirts_SC: Insulation, 0.07500000111758709.
[28-09-24 23:40:58.947] LOG  : General     , 1727559658947> 0> Base.Skirts_SC_Long: Insulation, 0.07500000111758709.
[28-09-24 23:40:58.947] LOG  : General     , 1727559658947> 0> Base.Skirts_Side: Insulation, 0.07500000111758709.
[28-09-24 23:40:58.948] LOG  : General     , 1727559658948> 0> Base.Skirts_Side_Long: Insulation, 0.07500000111758709.
[28-09-24 23:40:58.948] LOG  : General     , 1727559658948> 0> Base.Formal_Shirts: Insulation, 0.15000000223517418.
[28-09-24 23:40:58.948] LOG  : General     , 1727559658948> 0> Base.Brig_Shirts: Insulation, 0.15000000223517418.
[28-09-24 23:40:58.948] LOG  : General     , 1727559658948> 0> Base.Shooting_Shirts: Insulation, 0.15000000223517418.
[28-09-24 23:40:58.948] LOG  : General     , 1727559658948> 0> Base.Arm_Warmer: Insulation, 0.15000000223517418.
[28-09-24 23:40:58.948] LOG  : General     , 1727559658948> 0> Base.Black_Long_Shirts: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.948] LOG  : General     , 1727559658948> 0> Base.Hat_MX_Helmet: Insulation, 0.13499999642372132.
[28-09-24 23:40:58.948] LOG  : General     , 1727559658948> 0> Base.Hat_MX_Helmet_Glass: Insulation, 0.13499999642372132.
[28-09-24 23:40:58.948] LOG  : General     , 1727559658948> 0> Base.Sheriff_Jumper: Insulation, 0.27999999523162844.
[28-09-24 23:40:58.948] LOG  : General     , 1727559658948> 0> Base.Police_Jumper: Insulation, 0.27999999523162844.
[28-09-24 23:40:58.948] LOG  : General     , 1727559658948> 0> Base.Jacket_Bomber: Insulation, 0.27999999523162844.
[28-09-24 23:40:58.948] LOG  : General     , 1727559658948> 0> Base.Jacket_Bomber_ON: Insulation, 0.27999999523162844.
[28-09-24 23:40:58.948] LOG  : General     , 1727559658948> 0> Base.Jacket_Polizei: Insulation, 0.27999999523162844.
[28-09-24 23:40:58.948] LOG  : General     , 1727559658948> 0> Base.Jacket_Polizei_ON: Insulation, 0.27999999523162844.
[28-09-24 23:40:58.948] LOG  : General     , 1727559658948> 0> Base.Rabbit_Suit: Insulation, 0.29700000286102296.
[28-09-24 23:40:58.948] LOG  : General     , 1727559658948> 0> Base.Hat_Rabbit: Insulation, 0.13499999642372132.
[28-09-24 23:40:58.948] LOG  : General     , 1727559658948> 0> Base.Rabbit_Suit_Blue: Insulation, 0.29700000286102296.
[28-09-24 23:40:58.949] LOG  : General     , 1727559658949> 0> Base.Hat_Rabbit_Blue: Insulation, 0.13499999642372132.
[28-09-24 23:40:58.949] LOG  : General     , 1727559658949> 0> Base.Rabbit_Suit_Green: Insulation, 0.29700000286102296.
[28-09-24 23:40:58.949] LOG  : General     , 1727559658949> 0> Base.Hat_Rabbit_Green: Insulation, 0.13499999642372132.
[28-09-24 23:40:58.949] LOG  : General     , 1727559658949> 0> Base.Rabbit_Suit_Grey: Insulation, 0.29700000286102296.
[28-09-24 23:40:58.949] LOG  : General     , 1727559658949> 0> Base.Hat_Rabbit_Grey: Insulation, 0.13499999642372132.
[28-09-24 23:40:58.949] LOG  : General     , 1727559658949> 0> Base.Rabbit_Suit_Purple: Insulation, 0.29700000286102296.
[28-09-24 23:40:58.949] LOG  : General     , 1727559658949> 0> Base.Hat_Rabbit_Purple: Insulation, 0.13499999642372132.
[28-09-24 23:40:58.949] LOG  : General     , 1727559658949> 0> Base.Rabbit_Suit_Yellow: Insulation, 0.29700000286102296.
[28-09-24 23:40:58.949] LOG  : General     , 1727559658949> 0> Base.Hat_Rabbit_Yellow: Insulation, 0.13499999642372132.
[28-09-24 23:40:58.949] LOG  : General     , 1727559658949> 0> Base.USCM_Jacket: Insulation, 0.26249999552965164.
[28-09-24 23:40:58.949] LOG  : General     , 1727559658949> 0> Base.USCM_Jacket_ON: Insulation, 0.26249999552965164.
